topic	playlist	track	audio	transcript
Family	Sexual Violence	Which women run the highest risk to be raped?	https://audiopedia.wiki/images/En-02-03-02.mp3	 Any woman can be raped, but there is an even greater risk if she: <br/> <ul><li> has a disability - if she is in a wheelchair, deaf, blind, or mentally slow.</li><li>is a refugee, migrant, or displaced person, or is living in an area of conflict or war.</li><li>lives on the streets or is homeless.</li><li>is a sex worker (prostitute).</li><li>has been arrested or in prison.</li><li>is being abused by her husband or boyfriend. </li></ul> <li> has a disability - if she is in a wheelchair, deaf, blind, or mentally slow.</li>  has a disability - if she is in a wheelchair, deaf, blind, or mentally slow. <li>is a refugee, migrant, or displaced person, or is living in an area of conflict or war.</li> is a refugee, migrant, or displaced person, or is living in an area of conflict or war. <li>lives on the streets or is homeless.</li> lives on the streets or is homeless. <li>is a sex worker (prostitute).</li> is a sex worker (prostitute). <li>has been arrested or in prison.</li> has been arrested or in prison. <li>is being abused by her husband or boyfriend. </li>
Family	Sexual Violence	Why should I trust my feelings?	https://audiopedia.wiki/images/En-02-03-07.mp3	 Most women are taught from a very early age to always be polite and to try not to offend anyone. So when someone does something that makes a woman feel uncomfortable, she often has a hard time acting on her feelings. But be careful if you: <br/> <ul><li> have a lasting feeling that something is not right.</li><li>feel afraid, or like you want to leave.</li><li>feel uncomfortable with comments or suggestions the person is making.</li><li>dislike the physical contact he makes.</li></ul> <li> have a lasting feeling that something is not right.</li>  have a lasting feeling that something is not right. <li>feel afraid, or like you want to leave.</li> feel afraid, or like you want to leave. <li>feel uncomfortable with comments or suggestions the person is making.</li> feel uncomfortable with comments or suggestions the person is making. <li>dislike the physical contact he makes.</li> dislike the physical contact he makes. <p>It can be hard to act on these feelings because you may be afraid of what other people will think. In addition, if the person is someone you know or care about, you may not want to admit that he would do you harm. But it is always best to trust your feelings and get out of a situation that feels uncomfortable before anything bad happens.<br/><br/>Trust your feelings. It is better to offend someone if you are wrong than to be raped.<br/><br/><br/></p> It can be hard to act on these feelings because you may be afraid of what other people will think. In addition, if the person is someone you know or care about, you may not want to admit that he would do you harm. But it is always best to trust your feelings and get out of a situation that feels uncomfortable before anything bad happens.
Family	Suicide Prevention	How can I deal with my emotions after a suicide?	https://audiopedia.wiki/images/En-02-09-17.mp3	 The level of stress you will feel after losing a loved one to suicide is extremely high. At the beginning, the shock of losing a loved one to suicide will tend to overwhelm you, but then the feelings of loss, anger, confusion, sadness, guilt, and grief that usually follow can be debilitating. And that is not the end of the stress, because you probably will also have to cope with the stigma often associated with suicide. <br/> <br/> The following ideas might help you to cope better with this stress:  <br/> <ul><li> Express how you feel</li><li>Communicate with others</li><li>Protect yourself</li><li>Take good care of yourself</li><li>Do not blame yourself</li><li>You are human too, and you are allowed to cry and grieve</li></ul> <li> Express how you feel</li>  Express how you feel <li>Communicate with others</li> Communicate with others <li>Protect yourself</li> Protect yourself <li>Take good care of yourself</li> Take good care of yourself
Family	Suicide Prevention	What are the most common reactions after a suicide?	https://audiopedia.wiki/images/En-02-09-16.mp3	 It is extremely difficult to lose a loved one to suicide. If you have lost someone to suicide, the pain and confusion may seem overwhelming. Other common reactions to the suicide of a friend or relative are:  <br/> <ul><li> Denial: At first, many people deny what happened. They cannot believe that somebody they believed they knew so well was unhappy enough to end their own life. Hence they try looking for other explanations for the death of the person (such as an accident, a murder, illness etc). They may also simply declare that the notice of his or her death is untrue. This is a normal part of grieving. </li><li>Anger: You may feel a strong feeling of anger towards the person who committed suicide. Maybe you think: ‘How could he/she do this? He/she simply stole away all the times we could have had together and left me. This is so selfish of him/her!’ These thoughts are normal and standard to those who undergo such grief. You have the right to be angry about the choice he/she made to end his/her life, leaving you behind with the legacy of pain and hurt. </li><li>Guilt: You may feel strong guilt, reflected in thoughts such as: ‘It was my fault. If only, I had noticed the signs. I should have seen and done something to help’. These are very common thoughts too. </li><li>Feeling nothing at all: You maybe feel numb in some cases and have difficulty concentrating. This is a normal reaction to overwhelming grief and shock. </li><li>It is quite common for people who have lost someone by suicide, to suffer from depression or even feel suicidal themselves. </li></ul> <li> Denial: At first, many people deny what happened. They cannot believe that somebody they believed they knew so well was unhappy enough to end their own life. Hence they try looking for other explanations for the death of the person (such as an accident, a murder, illness etc). They may also simply declare that the notice of his or her death is untrue. This is a normal part of grieving. </li>  Denial: At first, many people deny what happened. They cannot believe that somebody they believed they knew so well was unhappy enough to end their own life. Hence they try looking for other explanations for the death of the person (such as an accident, a murder, illness etc). They may also simply declare that the notice of his or her death is untrue. This is a normal part of grieving.  <li>Anger: You may feel a strong feeling of anger towards the person who committed suicide. Maybe you think: ‘How could he/she do this? He/she simply stole away all the times we could have had together and left me. This is so selfish of him/her!’ These thoughts are normal and standard to those who undergo such grief. You have the right to be angry about the choice he/she made to end his/her life, leaving you behind with the legacy of pain and hurt. </li> Anger: You may feel a strong feeling of anger towards the person who committed suicide. Maybe you think: ‘How could he/she do this? He/she simply stole away all the times we could have had together and left me. This is so selfish of him/her!’ These thoughts are normal and standard to those who undergo such grief. You have the right to be angry about the choice he/she made to end his/her life, leaving you behind with the legacy of pain and hurt.  <li>Guilt: You may feel strong guilt, reflected in thoughts such as: ‘It was my fault. If only, I had noticed the signs. I should have seen and done something to help’. These are very common thoughts too. </li> Guilt: You may feel strong guilt, reflected in thoughts such as: ‘It was my fault. If only, I had noticed the signs. I should have seen and done something to help’. These are very common thoughts too.  <li>Feeling nothing at all: You maybe feel numb in some cases and have difficulty concentrating. This is a normal reaction to overwhelming grief and shock. </li>
Family	Suicide Prevention	What are warning signals for an impending suicide?	https://audiopedia.wiki/images/En-02-09-07.mp3	 It should be noted that some people who die by suicide do not show any warning signs beforehand. Then again, many of those who die by suicide do exhibit some kind of indication. So if you or someone you know exhibits several of the impending suicide warning signs listed below, this person needs immediate help.  <br/> <ul><li> Depressed or sad most of the time.</li><li>Speaking or writing about death or suicide.</li><li>Withdrawal from family and friends.</li><li>Feelings of hopelessness, helplessness, being trapped, strong anger or rage most of the time.</li><li>Sudden and dramatic mood changes.</li><li>Drugs or alcohol abuse.</li><li>Loss of interest in most activities, even in those which were one‘s favourites before. </li><li>A change in sleeping or eating habits (insomnia or excessive sleeping; loss of appetite or excessive eating).  </li><li>Unexplainable deterioration of performance at work or in school. </li><li>Sudden giving away of prized possessions and/or writing a will. </li></ul> <li> Depressed or sad most of the time.</li>  Depressed or sad most of the time. <li>Speaking or writing about death or suicide.</li> Speaking or writing about death or suicide. <li>Withdrawal from family and friends.</li> Withdrawal from family and friends. <li>Feelings of hopelessness, helplessness, being trapped, strong anger or rage most of the time.</li> Feelings of hopelessness, helplessness, being trapped, strong anger or rage most of the time. <li>Sudden and dramatic mood changes.</li> Sudden and dramatic mood changes. <li>Drugs or alcohol abuse.</li> Drugs or alcohol abuse. <li>Loss of interest in most activities, even in those which were one‘s favourites before. </li> Loss of interest in most activities, even in those which were one‘s favourites before.  <li>A change in sleeping or eating habits (insomnia or excessive sleeping; loss of appetite or excessive eating).  </li> A change in sleeping or eating habits (insomnia or excessive sleeping; loss of appetite or excessive eating).   <li>Unexplainable deterioration of performance at work or in school. </li> Unexplainable deterioration of performance at work or in school.  <li>Sudden giving away of prized possessions and/or writing a will. </li>
Family	Suicide Prevention	What can I do if I myself feel suicidal?	https://audiopedia.wiki/images/En-02-09-08.mp3	 If you have been feeling extremely depressed for a long period of time; feeling as if there is no hope left, no way to deal with all the problems you are facing every day, and nothing left worth living for, then you might think committing suicide is the only solution. However, the truth remains that suicide is a problem, not a solution. Even if you think there is no solution to your problems right now, it does not mean this other solution does not exist and will not appear in the near future. It just means that you cannot see it right now and you have to hold on tight to the reins of life.  <br/> <br/> Think for a minute: Have you always felt like you do right now? The chances are; there were times in your life when you did not mind so much, times when things were not so bad, maybe things were good even. Doesn’t that mean that something in your life changed to make you feel so down? And if it was change that caused so much pain doesn’t it also mean that another change can take the pain away? So be patient, the day will come when things change for the better. Life is a cycle of joy and sorrow, after all. <br/> <br/> IMPORTANT THINGS TO NOTE:  <ul><li> Do not blame yourself for feeling suicidal. Life’s burdens are just part of life. It’s not your fault.</li><li>Being suicidal doesn’t make you a bad person, or crazy, or weak, or flawed. </li><li>It does not even mean that you really want to die - it only means that you have more pain than you can cope with right now. If someone starts piling weights on your shoulders, you will eventually collapse if one added enough weights, no matter how much you want to remain standing. This is normal.  </li></ul> <li> Do not blame yourself for feeling suicidal. Life’s burdens are just part of life. It’s not your fault.</li>  Do not blame yourself for feeling suicidal. Life’s burdens are just part of life. It’s not your fault. <li>Being suicidal doesn’t make you a bad person, or crazy, or weak, or flawed. </li> Being suicidal doesn’t make you a bad person, or crazy, or weak, or flawed.  <li>It does not even mean that you really want to die - it only means that you have more pain than you can cope with right now. If someone starts piling weights on your shoulders, you will eventually collapse if one added enough weights, no matter how much you want to remain standing. This is normal.  </li> It does not even mean that you really want to die - it only means that you have more pain than you can cope with right now. If someone starts piling weights on your shoulders, you will eventually collapse if one added enough weights, no matter how much you want to remain standing. This is normal.   <p>The following ideas might help you to overcome your suicidal thoughts: </p> The following ideas might help you to overcome your suicidal thoughts:  <ul><li>Speak to someone supportive (whether a friend, lover, relative, known person or supportive stranger)</li><li>See a doctor, a therapist or a health worker</li><li>Consider the likely responses and pain of those you leave behind</li><li>Do not use suicide attempts as a means of revenge, or to send a message‘</li><li>Look for the support of others in similar situations, possibly a support group or something similar.</li><li>Do not act on impulse. </li></ul> <li>Speak to someone supportive (whether a friend, lover, relative, known person or supportive stranger)</li> Speak to someone supportive (whether a friend, lover, relative, known person or supportive stranger) <li>See a doctor, a therapist or a health worker</li> See a doctor, a therapist or a health worker <li>Consider the likely responses and pain of those you leave behind</li> Consider the likely responses and pain of those you leave behind <li>Do not use suicide attempts as a means of revenge, or to send a message‘</li> Do not use suicide attempts as a means of revenge, or to send a message‘ <li>Look for the support of others in similar situations, possibly a support group or something similar.</li>
Family	Suicide Prevention	What can I do if I someone I know is suicidal?	https://audiopedia.wiki/images/En-02-09-15.mp3	 Always take suicidal comments very seriously. When a person says that he or she is thinking about suicide, consider them to be displaying signs of an impending suicide. Get professional help immediately. <br/> <br/> If someone tells you that you need to keep his or her suicidal intentions a secret, never agree. Under no circumstances can you keep a secret that could cause someone's death. You would be responsible for allowing them to die if you kept it secret, something that can haunt you for the rest of your life. Instead, take the steps necessary to prevent a suicide.  <br/> <ul><li> Try not to act shocked. The person is already highly distressed, and if you are visibly shocked by what is said, the person will become even more stressed and highly strung. Stay calm.</li><li>Listen attentively to everything that the person has to say. Let the person talk as much as he or she wants to. Listen closely so that you can be as supportive as possible, and learn as much as possible about what is causing the suicidal feelings.</li><li>Comfort the person with words of encouragement. Use common sense to offer words of support. Be as gentle and caring as possible.</li><li>Let the person know that you are deeply concerned. Tell the person that you are concerned, and show them that you are concerned.</li><li>Do not be judgmental. Do not invalidate anything that the person says or feels. Be supportive and caring, not judgmental, but get help immediately. The help can be in the form of family members or friends, as long as they don't play a part in the cause for the suicidal intentions, else an emergency worker or therapist would also be helpful.</li><li>If the person is at a high risk of suicide, do not leave him or her alone, not even for a second. </li><li>After the person has received help and is no longer critically suicidal, help him or her make an appointment with a health worker and/or a therapist. Suicidal feelings need to be dealt with on a professional level. Only trained professions should assume the care for the person.</li></ul> <li> Try not to act shocked. The person is already highly distressed, and if you are visibly shocked by what is said, the person will become even more stressed and highly strung. Stay calm.</li>  Try not to act shocked. The person is already highly distressed, and if you are visibly shocked by what is said, the person will become even more stressed and highly strung. Stay calm. <li>Listen attentively to everything that the person has to say. Let the person talk as much as he or she wants to. Listen closely so that you can be as supportive as possible, and learn as much as possible about what is causing the suicidal feelings.</li> Listen attentively to everything that the person has to say. Let the person talk as much as he or she wants to. Listen closely so that you can be as supportive as possible, and learn as much as possible about what is causing the suicidal feelings. <li>Comfort the person with words of encouragement. Use common sense to offer words of support. Be as gentle and caring as possible.</li> Comfort the person with words of encouragement. Use common sense to offer words of support. Be as gentle and caring as possible. <li>Let the person know that you are deeply concerned. Tell the person that you are concerned, and show them that you are concerned.</li> Let the person know that you are deeply concerned. Tell the person that you are concerned, and show them that you are concerned. <li>Do not be judgmental. Do not invalidate anything that the person says or feels. Be supportive and caring, not judgmental, but get help immediately. The help can be in the form of family members or friends, as long as they don't play a part in the cause for the suicidal intentions, else an emergency worker or therapist would also be helpful.</li> Do not be judgmental. Do not invalidate anything that the person says or feels. Be supportive and caring, not judgmental, but get help immediately. The help can be in the form of family members or friends, as long as they don't play a part in the cause for the suicidal intentions, else an emergency worker or therapist would also be helpful. <li>If the person is at a high risk of suicide, do not leave him or her alone, not even for a second. </li>
Family	Suicide Prevention	What other reasons can make a woman want to end her life?	https://audiopedia.wiki/images/En-02-09-06.mp3	 Trauma: <br/> Another reason why many women do wish to end their lives, is because they suffered a negative life event and do not know how to deal with it. .Trauma is a happening or happenings that can cause immense physical and/or mental stress to a person, making it difficult to cope with and leaving lasting damage. <br/> <br/> Some of the most common kinds of trauma are violence at home, rape, war, torture, and natural disasters. Other negative life events that can also cause trauma to a woman are the loss and/or death of someone or something important (for example: parental loss, death of husband or a child, loss of jobs or homes), chronic physical illness and development of a disability. Some women feel so overwhelmed by grief, shame or fear in these situations, that to them suicide appears to be the only way out of it. <br/> <br/> Depression or anxiety:  <br/> It does not always take a negative life event or trauma to plunge women into despair. The constant, high level of stress most women experience in their daily life can cause them either depression or anxiety, or even both.  <br/> <br/> Depression is a state of low mood or a feeling of aversion to activity that can affect a person’s behaviour, thoughts, feelings and well-being over a long period of time. Depressive disorder, as it is called by those in the medical field, also causes a ‘heaviness of heart’ or ‘loss of spirit and soul’.  <br/> <br/> Anxiety disorder on the other hand is a feeling of nervousness, worry and general unease over a long period of time. Other terms often used in relation with anxiety disorder are: ‘nerves’, ‘nervous attack’ and ‘mental distresses. When a woman faces a lot of stress every day and for a long time, she may begin to feel overwhelmed and become unable to cope with all the tasks and problems she is facing (e.g.: too much work, lack of money or food, family or marital problems, etc.).  <br/>
Family	Suicide Prevention	What should I know about suicide?	https://audiopedia.wiki/images/En-02-09-01.mp3	 The act of intentionally ending one's own life because one does not want to live any more is called suicide. It is estimated that approximately 1 million lives are claimed by suicides every year, globally.  This means that, somewhere in the world a person is committing suicide every 40 seconds. In addition to these numbers, there are at least 20 million failed suicide attempts every year - and numbers are rising. <br/> <br/> Reliable figures are often difficult to find, since many families do not disclose the true nature of a suicide; for fear of harassment by police and/or social stigma.  <br/> <br/> While suicide rates in most first world countries are decreasing, they are increasing alarmingly in the less affluent countries.  <br/> <br/> Possible reasons for these alarming numbers are:  <br/> <ul><li> poverty</li><li>poor education (and therefore lack of job opportunities)</li><li>rapid industrialization (leading to loss of many manual jobs)  </li><li>poor health services (very limited availability of mental health specialists and treatment for problems such as depression or anxiety) </li><li>traditions and lack of understanding (people may be limited by the traditions of a country or society which refuses to accept them as they are)</li></ul> <li> poverty</li>  poverty <li>poor education (and therefore lack of job opportunities)</li> poor education (and therefore lack of job opportunities) <li>rapid industrialization (leading to loss of many manual jobs)  </li> rapid industrialization (leading to loss of many manual jobs)   <li>poor health services (very limited availability of mental health specialists and treatment for problems such as depression or anxiety) </li>
Family	Suicide Prevention	Why do married women wish to commit suicide?	https://audiopedia.wiki/images/En-02-09-03.mp3	 In many developing countries, marriage is the source of a huge amount of stress for women. Some of the factors that may lead to suicidal behavior are:  <br/> <ul><li> marriages at an early age (sometimes highly underaged)</li><li>a lack of autonomy in choosing their partner (arranged marriage)</li><li>dowry disputes</li><li>being pressured to have children early in marriage (in many cases for a male offspring)</li><li>economic dependence on husband and/or a joint family system</li><li>financial issues</li><li>domestic violence </li><li>familial conflicts or disputes</li><li>lack of control and power over one’s own life in general</li><li>lack of equal rights</li></ul> <li> marriages at an early age (sometimes highly underaged)</li>  marriages at an early age (sometimes highly underaged) <li>a lack of autonomy in choosing their partner (arranged marriage)</li> a lack of autonomy in choosing their partner (arranged marriage) <li>dowry disputes</li> dowry disputes <li>being pressured to have children early in marriage (in many cases for a male offspring)</li> being pressured to have children early in marriage (in many cases for a male offspring) <li>economic dependence on husband and/or a joint family system</li> economic dependence on husband and/or a joint family system <li>financial issues</li> financial issues <li>domestic violence </li> domestic violence  <li>familial conflicts or disputes</li> familial conflicts or disputes <li>lack of control and power over one’s own life in general</li> lack of control and power over one’s own life in general <li>lack of equal rights</li> lack of equal rights
Family	Suicide Prevention	Why do older women wish to commit suicide?	https://audiopedia.wiki/images/En-02-09-05.mp3	 A steep increase in suicide rates has observed in the older adults (over 65 years) of many countries.  <br/> <br/> Possible reasons could be:  <br/> <ul><li> Traditional values and norms being quickly disrupted in many countries (due to modernisation). Instead of honouring and appreciating elder people, some societies start to look upon them as useless ballast. Taking care of them becomes an inconvenient chore. In contemplation of this disrespect, many elder people take their lives because they do not want to be a burden any longer to their family and community. </li><li>The forced migration of their loved ones. In many countries, children and grandchildren nowadays are forced to move because there is no food or work at home, or because factories offer more money in bigger cities. Some of them have to move many miles to live near work. During this so called ‘migration’, their parents and grandparents have to stay back with no one to take care of them. Some of them feel so lonely, helpless and depressed that they prefer to take their lives. </li><li>Women often consider old age “the season of losses”. They have to bemoan the deaths of many friends and loved ones. The loss of their husband causes a deep grief in recently widowed women and at the same time often finds them in a difficult economical situation. Those who do not get enough help and support from friends and family, are often unable to cope with these problems. </li><li>Loss of self esteem with retirement. This is a condition mostly prevalent in developed countries, as most women support themselves there. With the advancement of time elder women find themselves at the end of employment, and their retirement invokes a loss of self-esteem and independence. They feel useless and redundant. The loss of work-related social contacts makes them feel lonesome and abandoned. </li><li>Health issues. The loss of good health to chronic illness and/or pain, often leading to a loss of physical mobility, personal autonomy and personal dignity is another reason for some elder women not wanting to live any more. </li></ul> <li> Traditional values and norms being quickly disrupted in many countries (due to modernisation). Instead of honouring and appreciating elder people, some societies start to look upon them as useless ballast. Taking care of them becomes an inconvenient chore. In contemplation of this disrespect, many elder people take their lives because they do not want to be a burden any longer to their family and community. </li>  Traditional values and norms being quickly disrupted in many countries (due to modernisation). Instead of honouring and appreciating elder people, some societies start to look upon them as useless ballast. Taking care of them becomes an inconvenient chore. In contemplation of this disrespect, many elder people take their lives because they do not want to be a burden any longer to their family and community.  <li>The forced migration of their loved ones. In many countries, children and grandchildren nowadays are forced to move because there is no food or work at home, or because factories offer more money in bigger cities. Some of them have to move many miles to live near work. During this so called ‘migration’, their parents and grandparents have to stay back with no one to take care of them. Some of them feel so lonely, helpless and depressed that they prefer to take their lives. </li> The forced migration of their loved ones. In many countries, children and grandchildren nowadays are forced to move because there is no food or work at home, or because factories offer more money in bigger cities. Some of them have to move many miles to live near work. During this so called ‘migration’, their parents and grandparents have to stay back with no one to take care of them. Some of them feel so lonely, helpless and depressed that they prefer to take their lives.  <li>Women often consider old age “the season of losses”. They have to bemoan the deaths of many friends and loved ones. The loss of their husband causes a deep grief in recently widowed women and at the same time often finds them in a difficult economical situation. Those who do not get enough help and support from friends and family, are often unable to cope with these problems. </li> Women often consider old age “the season of losses”. They have to bemoan the deaths of many friends and loved ones. The loss of their husband causes a deep grief in recently widowed women and at the same time often finds them in a difficult economical situation. Those who do not get enough help and support from friends and family, are often unable to cope with these problems.  <li>Loss of self esteem with retirement. This is a condition mostly prevalent in developed countries, as most women support themselves there. With the advancement of time elder women find themselves at the end of employment, and their retirement invokes a loss of self-esteem and independence. They feel useless and redundant. The loss of work-related social contacts makes them feel lonesome and abandoned. </li>
Family	Suicide Prevention	Why do young girls wish to end their lives?	https://audiopedia.wiki/images/En-02-09-04.mp3	 Girls hitting puberty face many challenges and difficulties, especially when it comes to developing countries.  <br/> <ul><li> They are often taken out of school and forced to devote themselves to domestic responsibilities. They are not given a choice, except to forget all other abilities or ambitions</li><li>They are often no longer allowed to socialize outside their homes</li><li>Sometimes they are no longer allowed out of the home at all</li><li>They are sometimes forced to enter a married life</li><li>They are not advised or taught properly about premarital sex, and are often taken advantage of. These girls then undergo underage pregnancies and have to face the whispers and bullying of their peers and society as it becomes revealed.</li></ul> <li> They are often taken out of school and forced to devote themselves to domestic responsibilities. They are not given a choice, except to forget all other abilities or ambitions</li>  They are often taken out of school and forced to devote themselves to domestic responsibilities. They are not given a choice, except to forget all other abilities or ambitions <li>They are often no longer allowed to socialize outside their homes</li> They are often no longer allowed to socialize outside their homes <li>Sometimes they are no longer allowed out of the home at all</li> Sometimes they are no longer allowed out of the home at all <li>They are sometimes forced to enter a married life</li> They are sometimes forced to enter a married life <li>They are not advised or taught properly about premarital sex, and are often taken advantage of. These girls then undergo underage pregnancies and have to face the whispers and bullying of their peers and society as it becomes revealed.</li>
Family	Suicide Prevention	Why is suicide a major problem for women?	https://audiopedia.wiki/images/En-02-09-02.mp3	 Generally, suicide deaths are about three times more common in men than in women. This means: for every female suicide, there are 3 - 4 male suicides. However, in the case of suicide attempts it is the opposite: women attempt suicide three times as frequently as men. 
Family	Suicide Prevention	Why should I communicate with others after the suicide of a loved one?	https://audiopedia.wiki/images/En-02-09-18.mp3	 Talking to others can support you, give you more energy and help you understand your feelings.  <br/> <br/> Surround yourself with supportive friends and family members, and talk to them. Know that you are not alone. Always reach out for help when you need it. Get support from people who you love and trust.  <br/> <br/> Join a suicide support group if there are any available in your area. This is a self-help group consisting of people who have all also lost someone through suicide and who meet on a regular basis to talk about their worries and stress. They can understand what you are going through, having gone through it themselves, and will support you. If no such group is available in your area, think about starting one yourself. 
Family	Suicide Prevention	Why should I consider the feelings and responses of those I leave behind if I feel suicidal?	https://audiopedia.wiki/images/En-02-09-11.mp3	 How will your family and friends react to the news of your choice to end your life? What impact will it have on them? What impact will it have on your work, business and/or clients? Why should I think of them when I make such a personal decision as to end my life? These may be questions that rise in your mind. <br/> <br/> Make no mistake. Suicide will have a devastating effect on those around you, and the effects will stay with them the rest of their lives. <br/> <br/> Your suicide will probably cause many problems to those you leave behind, especially to your family. In addition to the grief and shock that they will suffer, they will probably be tortured by feelings of guilt and shame for the rest of their lives. They may also have to deal with social stigma or even expulsion from the community you live in.  <br/> <br/> Apart from these problems, there are the problems you yourself are trying to escape from when you contemplate suicide. These issues will not disappear at the point of your death, they will just transfer to become the burden of someone else, causing possible suffering to a loved one or someone close to you,
Family	Suicide Prevention	Why should I look for support if I feel suicidal?	https://audiopedia.wiki/images/En-02-09-13.mp3	 Strong social support and strong personal relationships are very important protective factors for our mental health. Those who are suicidal often feel alone. You may have a partner, a family and lots of friends, but you still feel all alone. Just having people around us does not mean we are connected to them. If you are having suicidal thoughts you may think no one will understand or help you. But you are completely wrong.  <br/> <br/> Meeting together with other women can give you more energy, which then helps you cope better with your daily problems. It’s a small world. By talking together, people often begin to realize that many of them suffer from the same kinds of problems. This helps them lessen their burden and also helps them identify root causes of the problem.  <br/> <br/> Besides, it is easier to find solutions to problems by discussing them in a group or with other women. One of the other women might have an idea how to change your situation you have not thought of before - and vice versa.  <br/>
Family	Suicide Prevention	Why should I protect myself after a suicide?	https://audiopedia.wiki/images/En-02-09-19.mp3	 Unfortunately, most people do not know much about suicide, and are hesitant to even talk about it. Others may be insensitive or make intentionally hurtful or cruel statements such as: “Your sister killed herself because she was crazy“. In many countries, there is still a very strong stigma associated with suicide. It is important that you protect yourself.  <br/> <br/> Be careful who you tell about the suicide. You would undoubtedly have family members and friends who you trust and can open your soul to about the suicide. But if people come to know about it through rumors and ask about your loved one; if you do not want to talk about it, you can say “I prefer not to talk about that”, or say something similar to politely rebuff them. Do not let anyone push you into talking about something that you are not comfortable with. <br/> <br/> Give yourself time to heal. Stay away from anyone or anything that could cause problems for you. Stay away from people and places that bother you. If anyone says anything offensive, get away from them as quickly as possible. 
Family	Suicide Prevention	Why should I see a doctor, a therapist or a health worker if I feel suicidal?	https://audiopedia.wiki/images/En-02-09-10.mp3	 Non-treated depression is one of the main reasons of suicide. Even events that at first sight only bring happiness - like a new baby or getting a job - can become stressful enough to cause a depression. Postnatal depression (or post partum depression), for example, is quite common. Up to one of every 5 women suffer from it after having given birth - most of them without even realizing it.  <br/> <br/> Depression occurs because of an imbalance of chemicals in the brain. It is an illness. Therefore, you should never feel guilty for having a depression. 
Family	Suicide Prevention	Why should I speak to someone if I feel suicidal?	https://audiopedia.wiki/images/En-02-09-09.mp3	 People who are contemplating suicide, especially women, are often feeling lonely, isolated, depressed and hopeless at the time. They do not wish to speak to anyone, possibly because they think that no one can help them anyway. The reason could also be that they are too embarrassed or ashamed to talk to anyone about how they are feeling.  <br/> <br/> However, speaking to someone and discussing how you feel will help you a lot. You may look for a person who you confide in to talk to (among your friends, family, neighbors or co-workers) or maybe there is a health worker or a religious leader in your community available you could ask for help. You can also find other women facing similar problems, who are willing to listen and share their thoughts with you.  <br/> <br/> For some women, it is easier to talk to someone who does not know about them or their problems (they feel less embarrassment doing so and also feel that they will get more neutral and unbiased advice). In many countries and regions, there is a suicide prevention hotline available that you can call or chatline you can contact via the internet, if you prefer to talk to someone anonymously and confidentially. You do not have to pay for their services, and you do not even have to tell them your name. These hotlines are non-political and non-sectarian and the people working there do not seek to impose their own beliefs and convictions on you. They are just there to listen to you.  <br/> <br/> You can look up a help hotline number for your country here:  <a class="external free" href="http://www.befrienders.org/" rel="nofollow">http://www.befrienders.org/</a> http://www.befrienders.org/ <br/> <br/> Talking to someone will help you not only to identify and understand better the root causes for your problems, but also to find possible solutions. 
Family	Suicide Prevention	Why should I take especially good care of myself after a suicide?	https://audiopedia.wiki/images/En-02-09-20.mp3	 The intense emotional pain and turmoil that you feel after having lost someone by suicide can make it hard to function. It is very difficult to move on after a suicide. Healing can be a slow process. Do not try to rush yourself, but be patient and gentle with yourself.  <br/> <br/> If you have difficulty concentrating, become forgetful, or cannot focus; please know that you are undergoing very normal and stressful emotions and do not push yourself too hard. Try to get help with your daily affairs. The smallest of tasks may now seem overwhelming, so ask for help when you need it. If you work, take as much time off as you can.  <br/> <br/> Make sure that you eat a healthy diet and exercise. Doing those two things will help tremendously.  <br/> <br/> Engaging in some forms of relaxation can also be quite helpful. Do some things that you know will relax you. Take a bath. Go for a walk. Listen to some pleasant music. Read some relaxing manga or watch some anime/cartoons.
Family	Suicide Prevention	Why shouldn‘t I act on impulse if I feel suicidal?	https://audiopedia.wiki/images/En-02-09-14.mp3	 Many suicides and attempted suicides are done on impulse. In other words, these same people would not have tried to kill themselves just a few days before, or a few days after, or if they had thought their actions through. Think about it, what if your situation changes for the better in the next 24 hours or next week? Wouldn’t you regret not being alive to enjoy the happiness? <br/> <br/> Give yourself some distance. Tell yourself, "I will wait another 24 hours (or even a week) before I do anything". Put some distance between your suicidal thoughts and the actual act, even if it is just 24 hours. <br/> <br/> If the means of committing suicide are present in your house already (e. g. a firearm or poison), get a friend or somebody close to you to help you get rid of them. They should be out of reach (or at least difficult to reach) for you for at least the next 24 hours. You could possibly hand your weapon to a friend and ask him or her not to return it to you for the next 24 hours, no matter what. During this time, do not go near any dangerous places that could tempt you to act on impulse (such as deep hollows, high buildings or bridges, railways etc). 
Family	Suicide Prevention	Why shouldn‘t I blame myself after a suicide?	https://audiopedia.wiki/images/En-02-09-21.mp3	 The deep pain of losing a loved one to suicide can bring out many questions and doubts.  <br/> <br/> Know that you are not to blame. Remember that it was not your fault. It was your loved one who made that choice, not you.  <br/> <br/> Guilt is all about intention. Had you known that he/she was going to commit suicide, you would have done what you could to stop it.  <br/> <br/> Accept that you did the best you could with what you knew at the time. And if you slipped up and maybe didn’t take their worries seriously at the time, understand that humans make mistakes. You are human too. It wasn’t intentional.
